ID,EN,RUS,TH,TH 2186/2772 (78.86%)
641,"Oh, what's this? I guess it's not finished...","Оу, что это? Похоже, она не закончена...",โอ๊ะ นี่อะไรน่ะ? หนูเดาว่าคงยังวาดไม่เสร็จ...,
642,"Look, I brought your doggy back, you're welcome!","Смотрите, я привела обратно вашу собачку, не стоит благодарности!",ดูสิ หนูพาน้องหมาของคุณกลับมาให้แล้วนะ ไม่เป็นไรแล้ว!,
1523,"Nah, I'm not feeling inspired.","Не-а, у меня нет вдохновения.",ไม่ล่ะ ไม่มีอารมณ์จะวาดอะไรตอนนี้,
2709,"Look, I made you a doggy.","Смотрите, я сделала вам собачку.",ดูสิ หนูทำน้องหมาให้แล้วนะ,
3919,"Not that you need one, but anyways.","Не то, чтобы она была вам нужна, но все же.",อาจจะไม่ใช่ตัวที่คุณอยากได้ แต่ก็ช่างเถอะ,
654,Fix it,Исправить,แก้รูป,
655,Leave it,Оставить,ปล่อยเอาไว้,
652,Ring bell,Позвонить в звонок,กดกระดิ่ง,
653,Knock,Постучать,เคาะประตู,
2590,What to do about the unfinished painting?,Как поступить с незавершённой картиной?,จะทำอย่างไรกับภาพที่ยังวาดไม่เสร็จดี?,
2710,Knock or ring the bell?,Постучать или позвонить в звонок?,เคาะประตูหรือกดกระดิ่ง?,
646,Canvas,,ผ้าใบภาพ,
647,Door,,ประตู,
645,Painting,,ภาพวาด,
1500,MORGO,,มอร์โก,
644,Dead fish,,ปลาตาย,
643,Family photo,,รูปครอบครัว,
4819,GeorgeJr,GeorgeJr,ลูกของจอร์จ,
990,What's this? A doll?,Что это? Кукла?,อะไรเนี่ย? ตุ๊กตาหรอ?,
1525,"Hmm, interesting. I'll keep it.","Хмм, интересно. Возьму её себе.",หืมม น่าสนใจดีนี่ หนูจะเก็บไว้ละกัน,
1526,"Hey, what do you have there?","Эй, что там у тебя?",เฮ้ เอาอะไรมาจากตรงนั้นรึเปล่า?,
1527,Nothing!,Ничего!,เปล่าค่ะ!,
3831,"""Everything begins with the song of a jackdaw.""","""Все начинается с пения галки.""","""ทุกสิ่งเริ่มต้นด้วยเพลงบทเพลงแห่งอีกาแจ็คดอว์""",
3832,Alright.,Ладно.,โอเค,
285,"Oh, I love the woods.","Ах, я люблю лес.",โอ้ หนูชอบป่าจัง,
286,A fox? Like Benjamin?,С лисой? Как Бенджамин?,จิ้งจอก? เบนจามินหรอ?,
287,"Yes, but all foxes are evil, so keep your eyes open...","Именно, но все лисы злые, поэтому смотри в оба...",ใช่ แต่จิ้งจอกทุกตัวมันร้ายกาจ ต้องคอยระวังตัวให้ดี...,
1534,"Oh, alright.","Оу, ладно.",อ๋อ ก็ได้,
2711,"Dangerous animals, Misfortune. You might run into a fox!","Опасными животными, Неудача. Ты можешь столкнуться с лисой!",สัตว์อันตรายก็มีนะยัยตัวซวย อาจเจอกับจิ้งจอกเข้าก็ได้!,
3920,"With the trees, and the birds, and the animals...","Со всеми деревьями, птицами, и животными...",มีทั้งต้นไม้ นก แล้วก็พวกสิงสาราสัตว์...,
1535,"Huh, it looks like Benjamin likes to paint...","Хм, похоже, Бенджамин любит рисовать...",หือ ดูเหมือนเบนจามินจะชอบวาดรูปนะ...,
1536,"Focus, Misfortune! We need to keep going!","Соберись, Неудача! Нам нужно идти дальше!",ตั้งใจหน่อย ยัยตัวซวย! เรายังต้องไปกันต่อนะ!,
1537,"Oh, ok...","Ох, хорошо...",เอ่อ โอเค...,
2712,That's pretty cool...,Это довольно круто...,เท่สุดๆ ไปเลย...,
3921,I like that in a fox.,Мне нравится это в лисах.,หนูชอบจิ้งจอกตัวนั้นจัง,
995,Why are you going this way?,Почему ты идёшь этой дорогой?,ทำไมถึงไปทางนี้ล่ะ?,
996,Just curious.,Просто любопытно.,ก็แค่สงสัยเฉยๆน่ะ,
2713,"Stay back, Misfortune!","Не подходи, Неудача!",ถอยไป ยัยตัวซวย!,
291,What is it?,Что такое?,อะไรน่ะ?,
292,"A wild, dangerous fox!","Дикий, опасный лис!",จิ้งจอกป่าอันตราย!,
293,Wait... I recognize that black tail... It's Benjamin.,Подожди... Я узнаю этот чёрный хвост... Это Бенджамин.,เดี๋ยวนะ.. หนูจำหางสีดำนั่นได้... เบนจามินนี่นา,
294,It doesn't matter! Attack it before it kills you!,"Это не важно! Напади на него прежде, чем он убьёт тебя!",ช่างมันก่อน! จู่โจมใส่ก่อนที่มันจะฆ่าเธอซะ!,
295,"Nah, I don't think Benjamin would kill me.","Не-а, не думаю, что Бенджамин станет меня убивать.",ไม่อะ หนูไม่คิดว่าเบนจามินจะฆ่าหนูหรอก,
296,"Hello, is your name Benjamin?","Привет, тебя зовут Бенджамин?",หวัดดี เธอชื่อเบนจามินรึเปล่า?,
